,id,update_date,normalized_power_rank,power_rank,name,passing.totals.blitzes,passing.totals.hurries,passing.totals.knockdowns,passing.totals.pocket_time,passing.totals.rating,passing.totals.sacks,summary.avg_gain,summary.possession_time,summary.turnovers,efficiency.fourthdown.pct,efficiency.redzone.pct,efficiency.thirddown.pct,defense.totals.blitzes,defense.totals.hurries,defense.totals.interceptions,defense.totals.knockdowns,defense.totals.qb_hits,defense.totals.sacks,defense.totals.tloss,extra_points.kicks.totals.pct,field_goals.totals.pct,kick_returns.totals.avg_yards,misc_returns.totals.yards,penalties.totals.penalties,punt_returns.totals.avg_yards,punts.totals.avg_hang_time,touchdowns.fumble_return,touchdowns.int_return,touchdowns.kick_return,touchdowns.other,touchdowns.punt_return,week_number
0,0d855753-ea21-4953-89f9-0e20aff9eb73,2023-10-24,1.0,412.1991002231004,Saints,13.11877205733147,2.1900120491468265,2.304168056450099,100.25275823949292,83.66932202664329,2.7876413108448554,4.559614508089443,32.25758170002652,1.276192969255978,31.97304179974822,34.1614176195255,34.10547575261244,9.205007387251134,2.84401063205956,1.1139690643915923,1.8942043126578234,4.083364896919135,1.7893654643086716,3.5845320045136786,85.38241615006675,81.30431960010915,16.51440592115114,0.0,6.603057156178298,17.735166680500864,4.037757803052317,0.0,0.14896801385039435,0.0,0.0,0.14342910802268,1765
192,de760528-1dc0-416a-a978-b510d20692ff,2023-09-12,1.0,482.8181741343849,Cardinals,9.041896227879729,1.0349709210384321,1.2662521835930947,82.42410228029522,77.63471341893202,2.9860713361403257,3.7246740058530787,28.62138007705449,2.026177230948773,2.7972754745701467,6.147210925709477,28.969614141780294,14.300413105648335,1.0478646989153244,0.9674525077327346,0.27781828390441166,5.899776473718869,5.607638915432162,6.008672756256321,96.97931249672759,96.28031304617578,2.4317634466584623,0.0,8.788586254477742,6.450630967958289,4.542771354649719,0.8898815206056002,0.004711142711229382,0.0,0.0,0.0,1759
1088,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-02-22,1.0,207.23383457560215,Raiders,9.20585384376307,3.3837159287403953,2.429584629788924,101.19720451476924,89.57259549688054,2.3874623299828133,5.546402938247228,31.053781781784153,1.638411888361375,63.43445805200122,48.22121678892486,36.83839529056764,4.956876711457842,3.7002731320532036,0.3152957326502448,3.7581679401612655,6.18921493837853,1.9554726269538056,4.230780892055303,82.8702883944094,90.1730043084926,16.935157251090025,0.0011730612883386253,6.852238205787288,8.044291562490299,4.264547890097271,0.0,0.0,0.0,0.0,0.0,1678
1120,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-02-15,1.0,192.00741629405087,Raiders,9.040481544373412,3.3541169173267678,2.4354629503970706,101.11951678185227,88.90637630521822,2.4188915420019845,5.49384175028774,30.86863027432816,1.6295372908284862,62.863253733822354,49.02737674019622,36.83647716135906,5.131225817829595,3.6128896987388024,0.294601559116033,3.817017816483009,6.199049894643842,1.9355019121079975,4.177138532509698,82.0803045460881,88.99673936930309,17.135884689309204,0.0011885128968955306,6.9050400509364795,8.254572781722112,4.277825523651664,0.0,0.0,0.0,0.0,0.0,1677
1152,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-02-08,1.0,188.98513614831768,Raiders,9.04695636324654,3.2892109073472446,2.441250201918633,100.19843539658922,89.20598536810736,2.4120536060947404,5.486357473797422,31.021592301484503,1.6428248932259661,63.5562447374354,49.55267806754223,37.05529856447772,5.152499668729933,3.6033846895593884,0.2947912476577113,3.7744141734003067,6.163571263634406,1.9439642627840177,4.196226603435001,82.304553270883,89.1455556526153,17.229085533680518,0.0012574463247223928,6.829215764522526,8.226048311493876,4.278715922153684,0.0,0.0,0.0,0.0,0.0,1676
1184,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-02-01,1.0,184.07007833262747,Raiders,9.185641800800433,3.3163896186304798,2.4708419638635655,100.39533454216578,89.24364848000593,2.4075367515898423,5.493522430507804,31.13226273376274,1.6419806025427883,63.09819756014692,49.97267791624878,37.32725272359641,5.258198200162144,3.6830184264459667,0.2837562978922444,3.791454311149348,6.1416048902066915,1.9047111556107783,4.124474805916303,82.19354126869767,89.3728620722145,17.195074205913578,0.0013203754684928133,6.872980070237007,8.248225998475593,4.291961776003255,0.0,0.0,0.0,0.0,0.0,1675
1216,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-01-25,1.0,184.6038306521655,Raiders,9.371130879487186,3.3999598231533854,2.529651174955458,100.82423485533403,89.86510486190453,2.429198521762374,5.51140893037634,31.13342066902356,1.6688179244387695,63.00485473735551,49.907371213824135,37.353147692114305,5.1457898304661684,3.6329341280459486,0.28449058386658027,3.7686477623383277,6.151102200284098,1.9405266341259966,4.131647984459703,81.19862349683865,89.65125951272465,17.23810933593957,0.0013790112166935764,6.9261616231695395,8.195620407561,4.305638365828311,0.0,0.0,0.0,0.0,0.0,1674
1248,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-01-18,1.0,181.57927104019814,Raiders,9.411625980750268,3.426693276401481,2.5004106472865435,100.93442831419931,89.97093719087721,2.4164068381553854,5.518924922543311,31.040131293873767,1.636727045824132,61.69658120921446,49.92782783528524,37.04877790924871,5.160288069674056,3.669549321379361,0.2948412101855106,3.77527339144222,6.132684157735934,1.9180727444584103,4.126282283723831,80.00523948622003,89.60128468834395,17.23328882165468,0.0014861377261037728,6.9438319042781025,8.146977648581345,4.316065684916682,0.0,0.0,0.0,0.0,0.0,1673
96,0d855753-ea21-4953-89f9-0e20aff9eb73,2023-10-03,1.0,454.0173059781903,Saints,11.423378271317658,1.994896257334021,1.9829030347762298,90.54517892694766,78.40243906458225,3.721840729468437,4.370936886239267,29.443792179009105,1.4966454146996226,37.8820015890459,31.137859520760916,37.89233416724782,10.686724885177824,3.7278052949606018,1.2359460108517497,2.9441119509281632,5.6805450929324675,2.2473676255844683,3.5281872584900738,74.73632182261443,86.97002678060319,20.13822164414812,0.0,5.962957887769193,29.183259398489547,4.135753176327399,0.0,0.00419914633525325,0.0,0.0,0.2477279895598291,1762
1280,7b112545-38e6-483c-a55c-96cf6ee49cb8,2022-01-11,1.0,163.7215522966434,Bears,11.818848790851954,3.8999953072365927,2.8804861297945874,91.12937559971438,76.43423171950889,3.34734412878446,4.925211939765328,30.854463610074777,1.8590426889625986,35.69191790689456,39.28389422592287,34.09836177713188,11.440775092621875,2.797540127638097,0.4548255813593739,1.9665533038108436,4.939576588008853,2.84573090797734,4.612938208980938,72.05292437401548,71.71856913695247,22.061526317046734,0.0,6.22855516022357,9.466517256997317,4.089337263964572,0.05274057311723212,0.030116932746487465,2.3875261573917546e-05,0.0,0.08606368653563302,1672
1312,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-01-04,1.0,160.92686461549928,Raiders,9.380560639562285,3.4366467104409706,2.7690621155357187,97.04504484491859,92.63334087840661,2.3021613505314784,5.651834167941323,30.44330745893717,1.7298403192051541,55.944249414604975,51.566566690068065,34.378864545186744,5.123528466004233,3.70257222898115,0.25304756407970214,3.6061124995668274,5.85942683774555,1.8238690012737788,3.8581872620978466,75.74468501945137,87.3033691899196,16.484626863245612,0.0020872076310733062,7.390114542922138,8.745228470796102,4.4223179888185165,0.0,0.0,0.0,0.0,0.0,1671
1344,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2021-12-28,1.0,131.30573490377097,Raiders,9.696462411193941,3.6940396416022043,2.665410917121,97.64501092728726,93.95685161539473,2.328452375458777,5.70621292434214,30.33435177599018,1.6831767388865277,50.80731739808207,51.668786903928805,33.054713302579316,5.315178834317898,3.911965161830773,0.275985298652853,3.374394278627689,5.734870186908497,1.883628643199916,3.8922661293649687,74.07804668133623,84.39747456571932,15.874218222716413,0.0024856338994232543,7.606281398266367,7.338433543580479,4.413306886427339,0.0,0.0,0.0,0.0,0.0,1670
1376,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2021-12-21,1.0,137.77031626884462,Raiders,9.948887513588136,3.9736735037654816,2.726440308253862,101.24433514554049,93.3749698014836,2.33449412357824,5.7822825270403815,29.613076165009083,1.5580796175558878,46.03849477229332,49.51616922682419,31.2189978241562,5.293928084600467,3.8751092283151025,0.3023665698603096,3.627323775938845,6.085853517338476,1.9113434849952426,3.8230674291419344,72.17323507986177,82.52114226525612,15.1996579296196,0.0029716811010509223,8.049047160129437,7.475424821380576,4.422443447885701,0.0,0.0,0.0,0.0,0.0,1669
1409,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-12-14,1.0,133.47402667684875,Colts,10.421806803595823,2.7466306109223413,4.419063976166351,84.0775822020527,97.82625182618544,1.5263896039079043,5.856064580409589,32.98248219656808,1.3066689893266068,62.272814158812686,61.55747910501453,44.39949246446188,9.913084762981494,2.1942965071221963,1.2157670290521776,3.4971193296021914,5.807989695558041,2.306034894147814,3.5855479879073675,96.83780614429385,90.10268205857184,25.77302015396779,1.238553492235695,4.946449282274972,7.114903368907237,4.155768994276334,0.047778784640596025,0.00014190638694460303,2.163553245055605e-05,0.1032345753256662,1.209333350207916e-07,1668
1024,4809ecb0-abd3-451d-9c4a-92a90b83ca06,2022-09-13,1.0,606.2653316810489,Dolphins,15.005319003968323,7.488494227638275,3.721139216815493,92.2236990520868,102.11226256379402,2.915196617581289,5.13727454447237,32.422108916031426,0.13908812777457716,91.3645820423399,5.929889800805581,42.32543924949278,10.7293952088788,2.2435572910677437,0.9850593992609763,1.2164333941683134,3.4256070929952696,2.193969134325266,4.171077078934673,97.66516580151041,97.37718582223539,14.068116558821993,0.005717477328279246,4.1551140871734695,0.5284148599591594,4.371533029332993,0.9139568728035219,0.04364801948161489,0.0,0.002858738664139623,1.1253969073954233e-06,1707
1442,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,2021-12-07,1.0,189.39775263315167,Giants,12.075085537989912,3.446083904197106,3.9058096610895547,93.93682378923901,82.70631947846594,2.2096463284278935,4.902906106644234,28.954244223772314,1.2420802201298566,41.23008470533536,37.84485907474791,34.43183302326997,12.742227276808332,3.6201564616094393,1.1803116428966736,2.0840591839642024,4.147193822872717,1.9220476832066837,3.0604185498699485,75.88508656100083,84.25905335981008,15.485734007720202,0.0,5.342692375234462,6.830365787126656,4.215458101543852,2.9539670444427632e-05,0.10650798775999709,0.0,0.0,0.0,1667
1475,22052ff7-c065-42ee-bc8f-c4691c50e624,2021-11-30,1.0,209.82108354044408,Commanders,10.183797440346321,3.3836000445498113,3.343267862806612,93.41623259512333,94.39619404017012,2.6483407784219937,5.392299152616135,31.729679980077268,1.5120750864360748,56.30135906615228,37.99143772377968,40.103538631688316,12.218283043158227,3.4942058075485303,0.6423181397961061,3.6430057704860146,6.185751687481221,1.9951433441516946,3.128050894271968,94.70505549294042,72.82363842967743,21.906501229817362,0.0,5.554684056291985,4.923916013499544,3.6982723916265843,0.0001263663679028855,0.00022187201423069894,0.07915675212184782,0.0,0.0,1666
1508,22052ff7-c065-42ee-bc8f-c4691c50e624,2021-11-23,1.0,209.02584279801647,Commanders,9.96291743326902,3.3931722266911724,3.380895689967004,94.19669590850211,93.25292722210483,2.6172349129605115,5.394272769898116,31.76905956745527,1.5257541849820089,55.56701141152322,38.10732865507896,39.739383571537715,12.122482727977726,3.5883820460889124,0.6409431941500898,3.6546357397381652,6.26445373614082,2.0029323444389364,3.131052802517955,94.70268729501527,73.17911338515725,22.07384238216069,1.4121608665719874e-07,5.546196546670669,4.9759779096840715,3.685108316847301,0.00013555653519249758,0.00023800796053905808,0.07917285563655656,0.0,0.0,1665
1541,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-11-16,1.0,216.76720375101408,Colts,10.046564427841027,2.5946761418499253,4.960296532670945,88.06116512060767,101.88928583600867,1.662720429451122,6.017152603072716,31.335520236605333,0.9903631288198111,64.78846956503013,54.45179063417264,39.5168598543511,8.340077052636104,2.398821794026857,1.021554610076792,3.315739689300647,5.628514709543475,2.2562665136140225,3.9782928486190237,94.38167101149939,92.50551802416874,22.621770711271235,1.446021005039401,5.018474165883691,6.6379853823749615,4.069222515833155,0.06880798131582837,0.000270487969849647,4.1226243209942326e-05,0.12054326014939151,2.304369949364688e-07,1664
1574,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-11-09,1.0,156.5913330606454,Colts,9.469058520256711,2.48957189819552,4.755676771004475,88.15662574670688,104.0773701585794,1.7696964362913796,6.134595465283911,31.108839739070643,1.1013676301360178,73.76779133329295,57.68918954641389,40.88547365784232,8.27268225127022,2.123123557303469,1.1744733850820361,2.628671766121402,4.953291466265787,2.1264471700997003,4.100234187846887,93.83094328292185,91.1584811476407,22.356463294946945,0.0006181851063994888,4.717726216350031,5.8611155072343415,4.020585289341735,0.07962062675080066,0.0003356876341027972,5.1163606476785816e-05,0.00010303085106658146,2.8598258799820137e-07,1663
